Drug1,Drug2,Cell line,label
AZD0156,AZD4320,MOLM-13,0
AZD0156,AZD4320,MOLP-8,1
AZD0156,AZD4320,MOLT-13,1
AZD0156,AZD4320,MONO-MAC-6,1
AZD0156,AZD4320,MSTO-211H,1
AZD0156,AZD4320,MV-4-11,0
AZD0156,AZD4320,NCI-H1048,1
AZD0156,AZD4320,NCI-H1155,0
AZD0156,AZD4320,NCI-H1299,0
AZD0156,AZD4320,NCI-H1435,0
AZD0156,AZD4320,NCI-H1563,0
AZD0156,AZD4320,NCI-H1573,0
AZD0156,AZD4320,NCI-H1648,0
AZD0156,AZD4320,NCI-H1650,0
AZD0156,AZD4320,NCI-H1651,0
AZD0156,AZD4320,NCI-H1694,1
AZD0156,AZD4320,NCI-H1703,0
AZD0156,AZD4320,NCI-H1755,0
AZD0156,AZD4320,NCI-H1793,0
AZD0156,AZD4320,NCI-H1838,1
AZD0156,AZD4320,NCI-H1876,1
AZD0156,AZD4320,NCI-H196,0
AZD0156,AZD4320,NCI-H1963,1
AZD0156,AZD4320,NCI-H1975,0
AZD0156,AZD4320,NCI-H2052,0
AZD0156,AZD4320,NCI-H2066,0
AZD0156,AZD4320,NCI-H2085,0
AZD0156,AZD4320,NCI-H2228,0
AZD0156,AZD4320,NCI-H226,0
AZD0156,AZD4320,NCI-H23,0
AZD0156,AZD4320,NCI-H2452,0
AZD0156,AZD4320,NCI-H28,0
AZD0156,AZD4320,NCI-H3122,0
AZD0156,AZD4320,NCI-H522,0
AZD0156,AZD4320,NCI-H524,1
AZD0156,AZD4320,NCI-H650,0
AZD0156,AZD4320,NCI-H716,0
AZD0156,AZD4320,NCI-H727,0
AZD0156,AZD4320,NCI-H747,0
AZD0156,AZD4320,NCI-H929,0
AZD0156,AZD4320,NCI-N87,0
AZD0156,AZD4320,NMC-G1,0
AZD0156,AZD4320,NUGC-4,0
AZD0156,AZD4320,OCI-AML2,0
AZD0156,AZD4320,OCI-M1,0
AZD0156,AZD4320,OE21,0
AZD0156,AZD4320,OE33,0
AZD0156,AZD4320,ONS-76,0
AZD0156,AZD4320,OVCAR-3,0
AZD0156,AZD4320,OVCAR-4,0
AZD0156,AZD4320,OVCAR-5,0
AZD0156,AZD4320,OVKATE,0
AZD0156,AZD4320,P12-ICHIKAWA,1
AZD0156,AZD4320,PA-TU-8902,0
AZD0156,AZD4320,PSN1,0
AZD0156,AZD4320,RCC10RGB,0
AZD0156,AZD4320,RCM-1,0
AZD0156,AZD4320,RERF-LC-Sq1,0
AZD0156,AZD4320,RH-41,0
AZD0156,AZD4320,RKN,0
AZD0156,AZD4320,RMG-I,0
AZD0156,AZD4320,RPMI-7951,1
AZD0156,AZD4320,RPMI-8226,1
AZD0156,AZD4320,RVH-421,0
AZD0156,AZD4320,Raji,1
AZD0156,AZD4320,SBC-5,0
AZD0156,AZD4320,SF539,0
AZD0156,AZD4320,SH-4,0
AZD0156,AZD4320,SHP-77,1
AZD0156,AZD4320,SK-CO-1,0
AZD0156,AZD4320,SK-ES-1,1
AZD0156,AZD4320,SK-HEP-1,1
AZD0156,AZD4320,SK-MEL-24,0
AZD0156,AZD4320,SK-MM-2,1
AZD0156,AZD4320,SK-N-AS,0
AZD0156,AZD4320,SK-N-SH,0
AZD0156,AZD4320,SK-OV-3,0
AZD0156,AZD4320,SK-UT-1,0
AZD0156,AZD4320,SNU-1,1
AZD0156,AZD4320,SNU-16,0
AZD0156,AZD4320,SNU-175,0
AZD0156,AZD4320,SNU-423,0
AZD0156,AZD4320,SNU-449,0
AZD0156,AZD4320,SNU-5,1
AZD0156,AZD4320,SNU-C5,1
AZD0156,AZD4320,SR,1
AZD0156,AZD4320,ST486,1
AZD0156,AZD4320,SU-DHL-8,0
AZD0156,AZD4320,SUIT-2,0
AZD0156,AZD4320,SUP-B15,0
AZD0156,AZD4320,SW1116,0
AZD0156,AZD4320,SW1417,0
AZD0156,AZD4320,SW1463,0
AZD0156,AZD4320,SW837,0
AZD0156,AZD4320,SW948,0
AZD0156,AZD4320,Saos-2,0
AZD0156,AZD4320,T98G,0
AZD0156,AZD4320,TCCSUP,0
AZD0156,AZD4320,TE-1,0
AZD0156,AZD4320,TE-4,0
AZD0156,AZD4320,TE-6,1
AZD0156,AZD4320,TE-8,0
AZD0156,AZD4320,TOV-112D,0
AZD0156,AZD4320,TOV-21G,0
AZD0156,AZD4320,TT,0
AZD0156,AZD4320,U251,0
AZD0156,AZD4320,UACC-257,0
AZD0156,AZD4320,UACC-62,0
AZD0156,AZD4320,VCaP,0
AZD0156,AZD4320,VMRC-RCZ,0
AZD0156,AZD4320,WM-115,0
AZD0156,AZD4320,YH-13,0
AZD0156,AZD4320,ZR-75-30,0
AZD0156,AZD4320,huH-1,0
AZD0156,AZD5991,697,0
AZD0156,AZD5991,8-MG-BA,1
AZD0156,AZD5991,8505C,0
AZD0156,AZD5991,ACHN,1
AZD0156,AZD5991,AGS,0
AZD0156,AZD5991,ALL-SIL,1
AZD0156,AZD5991,AU565,1
AZD0156,AZD5991,B-CPAP,1
AZD0156,AZD5991,BFTC-905,1
AZD0156,AZD5991,BL-41,1
AZD0156,AZD5991,BT-20,1
AZD0156,AZD5991,BT-474,1
AZD0156,AZD5991,C2BBe1,1
AZD0156,AZD5991,C32,1
AZD0156,AZD5991,CA46,0
AZD0156,AZD5991,CAL-29,1
AZD0156,AZD5991,CAL-33,1
AZD0156,AZD5991,CAL-51,1
AZD0156,AZD5991,CAMA-1,1
AZD0156,AZD5991,CAS-1,1
AZD0156,AZD5991,CCK-81,1
AZD0156,AZD5991,CHP-212,0
AZD0156,AZD5991,CML-T1,1
AZD0156,AZD5991,COLO-678,0
AZD0156,AZD5991,COR-L88,0
AZD0156,AZD5991,CW-2,1
AZD0156,AZD5991,Calu-3,1
AZD0156,AZD5991,DAN-G,1
AZD0156,AZD5991,DBTRG-05MG,1
AZD0156,AZD5991,DEL,0
AZD0156,AZD5991,DU-145,1
AZD0156,AZD5991,Daoy,1
AZD0156,AZD5991,Daudi,1
AZD0156,AZD5991,ECC10,0
AZD0156,AZD5991,EFM-192A,0
AZD0156,AZD5991,EJM,1
AZD0156,AZD5991,EPLC-272H,1
AZD0156,AZD5991,ES-2,1
AZD0156,AZD5991,ESS-1,1
AZD0156,AZD5991,G-361,1
AZD0156,AZD5991,G-401,1
AZD0156,AZD5991,G-402,1
AZD0156,AZD5991,GB-1,1
AZD0156,AZD5991,GCIY,1
AZD0156,AZD5991,GCT,1
AZD0156,AZD5991,H4,1
AZD0156,AZD5991,HARA,1
AZD0156,AZD5991,HCC-15,1
AZD0156,AZD5991,HCC1395,0
AZD0156,AZD5991,HCC1419,1
AZD0156,AZD5991,HCC1428,0
AZD0156,AZD5991,HCC1937,1
AZD0156,AZD5991,HCC1954,1
AZD0156,AZD5991,HCT-116,1
AZD0156,AZD5991,HDQ-P1,1
AZD0156,AZD5991,HGC-27,1
AZD0156,AZD5991,HH,0
AZD0156,AZD5991,HPAC,1
AZD0156,AZD5991,HSC-3,1
AZD0156,AZD5991,HSC-4,0
AZD0156,AZD5991,HT-144,0
AZD0156,AZD5991,HT-29,1
AZD0156,AZD5991,HT55,1
AZD0156,AZD5991,HuH-7,1
AZD0156,AZD5991,IA-LM,0
AZD0156,AZD5991,IGR-1,0
AZD0156,AZD5991,J82,1
AZD0156,AZD5991,JHH-1,1
AZD0156,AZD5991,JHH-2,1
AZD0156,AZD5991,K-562,1
AZD0156,AZD5991,KALS-1,1
AZD0156,AZD5991,KARPAS-299,1
AZD0156,AZD5991,KCL-22,1
AZD0156,AZD5991,KE-37,1
AZD0156,AZD5991,KELLY,0
AZD0156,AZD5991,KM-H2,0
AZD0156,AZD5991,KM12,0
AZD0156,AZD5991,KMRC-1,0
AZD0156,AZD5991,KOPN-8,0
AZD0156,AZD5991,KP-2,0
AZD0156,AZD5991,KP-3,1
AZD0156,AZD5991,KU-19-19,1
AZD0156,AZD5991,KU812,0
AZD0156,AZD5991,KURAMOCHI,0
AZD0156,AZD5991,KYSE-180,1
AZD0156,AZD5991,KYSE-270,1
AZD0156,AZD5991,KYSE-410,0
AZD0156,AZD5991,KYSE-70,1
AZD0156,AZD5991,L-1236,1
AZD0156,AZD5991,L-363,1
AZD0156,AZD5991,LK-2,1
AZD0156,AZD5991,LN-18,1
AZD0156,AZD5991,LN-229,1
AZD0156,AZD5991,MDA-MB-157,0
AZD0156,AZD5991,MDA-MB-175-VII,1
AZD0156,AZD5991,MDA-MB-436,0
AZD0156,AZD5991,ME-1,1
AZD0156,AZD5991,MEG-01,1
AZD0156,AZD5991,MEL-JUSO,1
AZD0156,AZD5991,MFE-319,1
AZD0156,AZD5991,MG-63,0
AZD0156,AZD5991,MHH-CALL-2,1
AZD0156,AZD5991,MOLP-8,1
AZD0156,AZD5991,MOLT-13,0
AZD0156,AZD5991,MOLT-16,0
AZD0156,AZD5991,MV-4-11,0
AZD0156,AZD5991,NALM-6,1
AZD0156,AZD5991,NAMALWA,0
AZD0156,AZD5991,NCI-H1155,1
AZD0156,AZD5991,NCI-H1299,1
AZD0156,AZD5991,NCI-H1341,1
AZD0156,AZD5991,NCI-H1573,0
AZD0156,AZD5991,NCI-H1581,1
AZD0156,AZD5991,NCI-H1648,0
AZD0156,AZD5991,NCI-H1666,1
AZD0156,AZD5991,NCI-H1693,0
AZD0156,AZD5991,NCI-H1694,1
AZD0156,AZD5991,NCI-H1838,1
AZD0156,AZD5991,NCI-H1876,1
AZD0156,AZD5991,NCI-H1944,1
AZD0156,AZD5991,NCI-H2085,0
AZD0156,AZD5991,NCI-H2087,1
AZD0156,AZD5991,NCI-H209,1
AZD0156,AZD5991,NCI-H226,1
AZD0156,AZD5991,NCI-H23,0
AZD0156,AZD5991,NCI-H2452,1
AZD0156,AZD5991,NCI-H441,1
AZD0156,AZD5991,NCI-H446,1
AZD0156,AZD5991,NCI-H522,0
AZD0156,AZD5991,NCI-H650,1
AZD0156,AZD5991,NCI-H69,0
AZD0156,AZD5991,NCI-H716,1
AZD0156,AZD5991,NCI-H82,0
AZD0156,AZD5991,NCI-N87,1
AZD0156,AZD5991,NMC-G1,0
AZD0156,AZD5991,OCI-AML2,0
AZD0156,AZD5991,OCI-AML5,1
AZD0156,AZD5991,OCI-M1,0
AZD0156,AZD5991,OE33,0
AZD0156,AZD5991,ONS-76,0
AZD0156,AZD5991,OVCAR-3,1
AZD0156,AZD5991,OVKATE,0
AZD0156,AZD5991,OVTOKO,1
AZD0156,AZD5991,P12-ICHIKAWA,1
AZD0156,AZD5991,PC-14,1
AZD0156,AZD5991,PF-382,1
AZD0156,AZD5991,RCC10RGB,0
AZD0156,AZD5991,RERF-LC-Sq1,1
AZD0156,AZD5991,RH-41,1
AZD0156,AZD5991,RKN,1
AZD0156,AZD5991,RMG-I,1
AZD0156,AZD5991,RPMI-7951,0
AZD0156,AZD5991,RPMI-8226,1
AZD0156,AZD5991,RT4,1
AZD0156,AZD5991,RVH-421,1
AZD0156,AZD5991,Raji,0
AZD0156,AZD5991,SF268,1
AZD0156,AZD5991,SF539,0
AZD0156,AZD5991,SH-4,1
AZD0156,AZD5991,SK-HEP-1,1
AZD0156,AZD5991,SK-LMS-1,0
AZD0156,AZD5991,SK-LU-1,0
AZD0156,AZD5991,SK-MM-2,1
AZD0156,AZD5991,SK-N-AS,0
AZD0156,AZD5991,SK-N-DZ,1
AZD0156,AZD5991,SK-UT-1,0
AZD0156,AZD5991,SNG-M,1
AZD0156,AZD5991,SNU-1,0
AZD0156,AZD5991,SNU-387,0
AZD0156,AZD5991,SNU-407,0
AZD0156,AZD5991,SNU-5,1
AZD0156,AZD5991,SR,1
AZD0156,AZD5991,ST486,0
AZD0156,AZD5991,SU-DHL-10,0
AZD0156,AZD5991,SUIT-2,1
AZD0156,AZD5991,SUP-B15,0
AZD0156,AZD5991,SW1417,1
AZD0156,AZD5991,SW620,1
AZD0156,AZD5991,SW837,1
AZD0156,AZD5991,SW948,0
AZD0156,AZD5991,TCCSUP,0
AZD0156,AZD5991,TE-1,0
AZD0156,AZD5991,TE-10,0
AZD0156,AZD5991,TE-9,0
AZD0156,AZD5991,TGBC11TKB,1
AZD0156,AZD5991,TOV-112D,0
AZD0156,AZD5991,TT2609-C02,1
AZD0156,AZD5991,TYK-nu,0
AZD0156,AZD5991,U251,1
AZD0156,AZD5991,VCaP,1
AZD0156,AZD5991,YAPC,1
AZD0156,AZD5991,YH-13,0
AZD0156,AZD6738,639-V,1
AZD0156,AZD6738,647-V,1
AZD0156,AZD6738,697,1
AZD0156,AZD6738,8-MG-BA,1
AZD0156,AZD6738,8305C,0
AZD0156,AZD6738,8505C,1
AZD0156,AZD6738,A2058,0
AZD0156,AZD6738,A498,0
AZD0156,AZD6738,A549,0
AZD0156,AZD6738,ALL-SIL,0
AZD0156,AZD6738,AM-38,1
AZD0156,AZD6738,AMO-1,1
AZD0156,AZD6738,BFTC-905,1
AZD0156,AZD6738,BFTC-909,1
AZD0156,AZD6738,BHT-101,1
AZD0156,AZD6738,BT-474,0
AZD0156,AZD6738,BV-173,1
AZD0156,AZD6738,C2BBe1,0
AZD0156,AZD6738,CADO-ES1,1
AZD0156,AZD6738,CAL-120,1
AZD0156,AZD6738,CAL-148,0
AZD0156,AZD6738,CAL-51,1
AZD0156,AZD6738,CAL-54,0
AZD0156,AZD6738,CAL-62,0
AZD0156,AZD6738,CAMA-1,0
AZD0156,AZD6738,CCK-81,0
AZD0156,AZD6738,CCRF-CEM,1
AZD0156,AZD6738,COLO-678,0
AZD0156,AZD6738,COLO-679,1
AZD0156,AZD6738,COLO-680N,0
AZD0156,AZD6738,COR-L279,0
AZD0156,AZD6738,COR-L311,1
AZD0156,AZD6738,COR-L88,1
AZD0156,AZD6738,Calu-3,0
AZD0156,AZD6738,Caov-3,0
AZD0156,AZD6738,Caov-4,0
AZD0156,AZD6738,DEL,1
AZD0156,AZD6738,DK-MG,1
AZD0156,AZD6738,DU-145,0
AZD0156,AZD6738,EC-GI-10,1
AZD0156,AZD6738,ECC10,0
AZD0156,AZD6738,EFM-19,0
AZD0156,AZD6738,EKVX,0
AZD0156,AZD6738,EM-2,1
AZD0156,AZD6738,EPLC-272H,1
AZD0156,AZD6738,G-361,1
AZD0156,AZD6738,G-402,0
AZD0156,AZD6738,GA-10,1
AZD0156,AZD6738,GCT,1
AZD0156,AZD6738,GDM-1,0
AZD0156,AZD6738,GI-1,0
AZD0156,AZD6738,HARA,1
AZD0156,AZD6738,HCC1143,1
AZD0156,AZD6738,HCC1187,1
AZD0156,AZD6738,HCC1806,1
AZD0156,AZD6738,HCC1937,0
AZD0156,AZD6738,HCC1954,1
AZD0156,AZD6738,HCT-15,1
AZD0156,AZD6738,HDLM-2,0
AZD0156,AZD6738,HDQ-P1,1
AZD0156,AZD6738,HL-60,0
AZD0156,AZD6738,HOP-62,0
AZD0156,AZD6738,HOS,1
AZD0156,AZD6738,HSC-4,0
AZD0156,AZD6738,HT-1080,1
AZD0156,AZD6738,HT-1197,0
AZD0156,AZD6738,HeLa,0
AZD0156,AZD6738,HuCCT1,1
AZD0156,AZD6738,HuH-7,1
AZD0156,AZD6738,IST-MES1,0
AZD0156,AZD6738,J82,1
AZD0156,AZD6738,JHH-1,1
AZD0156,AZD6738,JIMT-1,1
AZD0156,AZD6738,JJN-3,1
AZD0156,AZD6738,JURL-MK1,1
AZD0156,AZD6738,KARPAS-299,0
AZD0156,AZD6738,KARPAS-422,0
AZD0156,AZD6738,KARPAS-620,1
AZD0156,AZD6738,KELLY,1
AZD0156,AZD6738,KG-1,1
AZD0156,AZD6738,KLE,0
AZD0156,AZD6738,KMRC-1,0
AZD0156,AZD6738,KMRC-20,0
AZD0156,AZD6738,KMS-12-BM,1
AZD0156,AZD6738,KP-2,1
AZD0156,AZD6738,KP-3,0
AZD0156,AZD6738,KP-N-YN,1
AZD0156,AZD6738,KU812,0
AZD0156,AZD6738,KYM-1,0
AZD0156,AZD6738,KYSE-140,1
AZD0156,AZD6738,KYSE-270,1
AZD0156,AZD6738,KYSE-410,0
AZD0156,AZD6738,KYSE-520,0
AZD0156,AZD6738,L-363,1
AZD0156,AZD6738,L-428,1
AZD0156,AZD6738,L-540,0
AZD0156,AZD6738,LK-2,0
AZD0156,AZD6738,LN-18,1
AZD0156,AZD6738,LN-229,0
AZD0156,AZD6738,MCF7,1
AZD0156,AZD6738,MDA-MB-157,0
AZD0156,AZD6738,MDA-MB-231,1
AZD0156,AZD6738,MDA-MB-453,0
AZD0156,AZD6738,MDST8,1
AZD0156,AZD6738,ME-1,0
AZD0156,AZD6738,MES-SA,1
AZD0156,AZD6738,MFE-296,0
AZD0156,AZD6738,MHH-ES-1,1
AZD0156,AZD6738,MOLT-13,1
AZD0156,AZD6738,MOLT-16,0
AZD0156,AZD6738,MOLT-4,1
AZD0156,AZD6738,MV-4-11,0
AZD0156,AZD6738,NAMALWA,1
AZD0156,AZD6738,NCI-H1092,0
AZD0156,AZD6738,NCI-H1341,1
AZD0156,AZD6738,NCI-H1355,0
AZD0156,AZD6738,NCI-H1435,0
AZD0156,AZD6738,NCI-H1581,1
AZD0156,AZD6738,NCI-H1623,0
AZD0156,AZD6738,NCI-H1648,1
AZD0156,AZD6738,NCI-H1666,0
AZD0156,AZD6738,NCI-H1693,0
AZD0156,AZD6738,NCI-H1694,1
AZD0156,AZD6738,NCI-H1792,1
AZD0156,AZD6738,NCI-H1793,0
AZD0156,AZD6738,NCI-H1876,1
AZD0156,AZD6738,NCI-H196,0
AZD0156,AZD6738,NCI-H1963,1
AZD0156,AZD6738,NCI-H1975,1
AZD0156,AZD6738,NCI-H2085,1
AZD0156,AZD6738,NCI-H209,1
AZD0156,AZD6738,NCI-H2122,1
AZD0156,AZD6738,NCI-H23,0
AZD0156,AZD6738,NCI-H2342,0
AZD0156,AZD6738,NCI-H2347,0
AZD0156,AZD6738,NCI-H3122,1
AZD0156,AZD6738,NCI-H358,1
AZD0156,AZD6738,NCI-H441,0
AZD0156,AZD6738,NCI-H524,1
AZD0156,AZD6738,NCI-H526,0
AZD0156,AZD6738,NCI-H661,1
AZD0156,AZD6738,NCI-H747,0
AZD0156,AZD6738,NCI-H82,1
AZD0156,AZD6738,NMC-G1,0
AZD0156,AZD6738,NUGC-4,1
AZD0156,AZD6738,OCI-AML2,0
AZD0156,AZD6738,OCI-AML5,0
AZD0156,AZD6738,OE19,1
AZD0156,AZD6738,OE21,1
AZD0156,AZD6738,OE33,0
AZD0156,AZD6738,OS-RC-2,0
AZD0156,AZD6738,OV-90,0
AZD0156,AZD6738,OVCAR-3,1
AZD0156,AZD6738,OVISE,1
AZD0156,AZD6738,OVKATE,0
AZD0156,AZD6738,OVTOKO,1
AZD0156,AZD6738,PF-382,1
AZD0156,AZD6738,RCM-1,0
AZD0156,AZD6738,RD,0
AZD0156,AZD6738,RERF-LC-Sq1,1
AZD0156,AZD6738,RH-18,0
AZD0156,AZD6738,RH-41,1
AZD0156,AZD6738,RL95-2,0
AZD0156,AZD6738,RPMI-7951,1
AZD0156,AZD6738,RPMI-8226,1
AZD0156,AZD6738,RT4,0
AZD0156,AZD6738,RVH-421,0
AZD0156,AZD6738,Raji,1
AZD0156,AZD6738,SCC-9,0
AZD0156,AZD6738,SF268,0
AZD0156,AZD6738,SF539,1
AZD0156,AZD6738,SIMA,1
AZD0156,AZD6738,SJSA-1,0
AZD0156,AZD6738,SK-CO-1,0
AZD0156,AZD6738,SK-LU-1,1
AZD0156,AZD6738,SK-MES-1,0
AZD0156,AZD6738,SK-MM-2,0
AZD0156,AZD6738,SK-N-FI,1
AZD0156,AZD6738,SK-N-SH,0
AZD0156,AZD6738,SK-UT-1,1
AZD0156,AZD6738,SNU-1,1
AZD0156,AZD6738,SNU-16,1
AZD0156,AZD6738,SNU-175,1
AZD0156,AZD6738,SNU-423,0
AZD0156,AZD6738,SNU-449,0
AZD0156,AZD6738,SNU-5,0
AZD0156,AZD6738,SR,1
AZD0156,AZD6738,ST486,1
AZD0156,AZD6738,SU-DHL-10,1
AZD0156,AZD6738,SU-DHL-8,1
AZD0156,AZD6738,SUIT-2,1
AZD0156,AZD6738,SUP-B15,1
AZD0156,AZD6738,SW1116,0
AZD0156,AZD6738,SW620,1
AZD0156,AZD6738,SW837,1
AZD0156,AZD6738,T84,1
AZD0156,AZD6738,T98G,0
AZD0156,AZD6738,TC-71,1
AZD0156,AZD6738,TE-15,0
AZD0156,AZD6738,TE-4,1
AZD0156,AZD6738,TE-5,0
AZD0156,AZD6738,TGBC11TKB,1
AZD0156,AZD6738,TOV-112D,1
AZD0156,AZD6738,TOV-21G,1
AZD0156,AZD6738,UM-UC-3,1
AZD0156,AZD6738,VCaP,0
AZD0156,AZD6738,VMRC-RCZ,0
AZD0156,AZD6738,YAPC,0
AZD0156,AZD6738,YH-13,1
AZD0156,AZD6738,ZR-75-30,0
AZD0156,AZD7648,639-V,1
AZD0156,AZD7648,647-V,1
AZD0156,AZD7648,697,0
AZD0156,AZD7648,8305C,0
AZD0156,AZD7648,A172,0
AZD0156,AZD7648,ACHN,1
AZD0156,AZD7648,AM-38,0
AZD0156,AZD7648,AMO-1,1
AZD0156,AZD7648,AU565,1
AZD0156,AZD7648,BFTC-905,1
AZD0156,AZD7648,BHT-101,1
AZD0156,AZD7648,BL-41,1
AZD0156,AZD7648,BT-549,1
AZD0156,AZD7648,BV-173,1
AZD0156,AZD7648,C2BBe1,0
AZD0156,AZD7648,CADO-ES1,1
AZD0156,AZD7648,CAL-120,0
AZD0156,AZD7648,CAL-148,1
AZD0156,AZD7648,CAL-51,0
AZD0156,AZD7648,CAL-54,0
AZD0156,AZD7648,CAL-62,1
AZD0156,AZD7648,CFPAC-1,1
AZD0156,AZD7648,CHP-212,1
AZD0156,AZD7648,CL-11,1
AZD0156,AZD7648,COLO-679,0
AZD0156,AZD7648,COR-L105,0
AZD0156,AZD7648,COR-L23,0
AZD0156,AZD7648,COR-L95,0
AZD0156,AZD7648,CW-2,0
AZD0156,AZD7648,Calu-3,0
AZD0156,AZD7648,DB,0
AZD0156,AZD7648,DBTRG-05MG,0
AZD0156,AZD7648,DEL,1
AZD0156,AZD7648,DU-145,0
AZD0156,AZD7648,Daoy,1
AZD0156,AZD7648,Daudi,1
AZD0156,AZD7648,ECC10,1
AZD0156,AZD7648,EFM-19,0
AZD0156,AZD7648,EFM-192A,0
AZD0156,AZD7648,EM-2,1
AZD0156,AZD7648,EPLC-272H,0
AZD0156,AZD7648,ES-2,1
AZD0156,AZD7648,FU97,0
AZD0156,AZD7648,G-361,1
AZD0156,AZD7648,G-401,1
AZD0156,AZD7648,GCIY,0
AZD0156,AZD7648,GCT,1
AZD0156,AZD7648,GI-1,1
AZD0156,AZD7648,HARA,1
AZD0156,AZD7648,HCC-15,1
AZD0156,AZD7648,HCC-78,1
AZD0156,AZD7648,HCC1395,0
AZD0156,AZD7648,HCC1419,0
AZD0156,AZD7648,HCC1500,1
AZD0156,AZD7648,HCC2157,1
AZD0156,AZD7648,HCC38,1
AZD0156,AZD7648,HCC70,0
AZD0156,AZD7648,HDLM-2,0
AZD0156,AZD7648,HDQ-P1,1
AZD0156,AZD7648,HGC-27,1
AZD0156,AZD7648,HOP-62,0
AZD0156,AZD7648,HOP-92,0
AZD0156,AZD7648,HOS,0
AZD0156,AZD7648,HSC-4,0
AZD0156,AZD7648,HT-1080,0
AZD0156,AZD7648,HT-1376,1
AZD0156,AZD7648,HT55,1
AZD0156,AZD7648,HeLa,1
AZD0156,AZD7648,HuCCT1,1
AZD0156,AZD7648,IST-MES1,0
AZD0156,AZD7648,J82,0
AZD0156,AZD7648,JHH-1,1
AZD0156,AZD7648,JHH-7,0
AZD0156,AZD7648,JIMT-1,1
AZD0156,AZD7648,JJN-3,0
AZD0156,AZD7648,KALS-1,1
AZD0156,AZD7648,KARPAS-299,1
AZD0156,AZD7648,KARPAS-422,0
AZD0156,AZD7648,KE-37,1
AZD0156,AZD7648,KELLY,1
AZD0156,AZD7648,KG-1,0
AZD0156,AZD7648,KM12,1
AZD0156,AZD7648,KMRC-1,1
AZD0156,AZD7648,KMRC-20,0
AZD0156,AZD7648,KP-2,0
AZD0156,AZD7648,KP-3,1
AZD0156,AZD7648,KP-N-YN,1
AZD0156,AZD7648,KU812,1
AZD0156,AZD7648,KURAMOCHI,0
AZD0156,AZD7648,KYM-1,1
AZD0156,AZD7648,KYSE-180,1
AZD0156,AZD7648,KYSE-450,1
AZD0156,AZD7648,KYSE-70,1
AZD0156,AZD7648,L-428,1
AZD0156,AZD7648,LCLC-103H,0
AZD0156,AZD7648,LN-18,1
AZD0156,AZD7648,LXF-289,1
AZD0156,AZD7648,LoVo,0
AZD0156,AZD7648,MDA-MB-157,1
AZD0156,AZD7648,MDA-MB-361,0
AZD0156,AZD7648,MDA-MB-415,0
AZD0156,AZD7648,MDA-MB-453,1
AZD0156,AZD7648,ME-1,0
AZD0156,AZD7648,MEG-01,0
AZD0156,AZD7648,MES-SA,1
AZD0156,AZD7648,MFE-319,1
AZD0156,AZD7648,MG-63,1
AZD0156,AZD7648,MHH-ES-1,1
AZD0156,AZD7648,MOLT-13,1
AZD0156,AZD7648,MOLT-16,1
AZD0156,AZD7648,MOLT-4,1
AZD0156,AZD7648,MV-4-11,1
AZD0156,AZD7648,NALM-6,0
AZD0156,AZD7648,NAMALWA,0
AZD0156,AZD7648,NCI-H1155,1
AZD0156,AZD7648,NCI-H1299,1
AZD0156,AZD7648,NCI-H1341,1
AZD0156,AZD7648,NCI-H1581,1
AZD0156,AZD7648,NCI-H1623,0
AZD0156,AZD7648,NCI-H1648,1
AZD0156,AZD7648,NCI-H1694,1
AZD0156,AZD7648,NCI-H1755,1
AZD0156,AZD7648,NCI-H1781,1
AZD0156,AZD7648,NCI-H1838,1
AZD0156,AZD7648,NCI-H1876,1
AZD0156,AZD7648,NCI-H196,0
AZD0156,AZD7648,NCI-H2085,0
AZD0156,AZD7648,NCI-H2087,0
AZD0156,AZD7648,NCI-H209,1
AZD0156,AZD7648,NCI-H2228,1
AZD0156,AZD7648,NCI-H226,0
AZD0156,AZD7648,NCI-H23,0
AZD0156,AZD7648,NCI-H3122,1
AZD0156,AZD7648,NCI-H322M,1
AZD0156,AZD7648,NCI-H358,1
AZD0156,AZD7648,NCI-H522,0
AZD0156,AZD7648,NCI-H524,1
AZD0156,AZD7648,NCI-H526,1
AZD0156,AZD7648,NCI-H69,0
AZD0156,AZD7648,NCI-H716,1
AZD0156,AZD7648,NCI-H727,1
AZD0156,AZD7648,NCI-H82,1
AZD0156,AZD7648,NCI-H929,0
AZD0156,AZD7648,NCI-N87,1
AZD0156,AZD7648,NUGC-3,0
AZD0156,AZD7648,NUGC-4,1
AZD0156,AZD7648,OCI-AML2,0
AZD0156,AZD7648,OCUM-1,1
AZD0156,AZD7648,OE19,1
AZD0156,AZD7648,OE21,0
AZD0156,AZD7648,OS-RC-2,1
AZD0156,AZD7648,OV-90,0
AZD0156,AZD7648,OVCAR-3,1
AZD0156,AZD7648,OVCAR-8,1
AZD0156,AZD7648,OVISE,1
AZD0156,AZD7648,OVTOKO,0
AZD0156,AZD7648,PC-3,1
AZD0156,AZD7648,PF-382,1
AZD0156,AZD7648,PSN1,0
AZD0156,AZD7648,RERF-LC-KJ,1
AZD0156,AZD7648,RERF-LC-Sq1,1
AZD0156,AZD7648,RH-41,1
AZD0156,AZD7648,RL95-2,1
AZD0156,AZD7648,RMG-I,0
AZD0156,AZD7648,RPMI-7951,0
AZD0156,AZD7648,RT-112,1
AZD0156,AZD7648,RT4,1
AZD0156,AZD7648,RVH-421,1
AZD0156,AZD7648,SCC-15,1
AZD0156,AZD7648,SF268,1
AZD0156,AZD7648,SF539,1
